"","id","name","gene.id","gene.symbol","gene.name","entrez.id","chromosome","start.position","end.position","p","fold.change"
"195",1023030,"A_23_P253896",90297,"NPNT","nephronectin",255743,"4","n/a","n/a",9.38e-18,3.262
"196",1029995,"A_23_P389496",2549,"GABRG1","gamma-aminobutyric acid (GABA) A receptor, gamma 1",2565,"4","n/a","n/a",1.25e-17,3.261
"197",1024593,"A_23_P98399",3339,"HTR3A","5-hydroxytryptamine (serotonin) receptor 3A, ionotropic",3359,"11","n/a","n/a",1.74e-13,3.256
"198",1027782,"A_23_P103328",5701,"PTGER3","prostaglandin E receptor 3 (subtype EP3)",5733,"1","n/a","n/a",1.49e-10,3.252
"199",1048690,"A_23_P32165",9220,"LHX2","LIM homeobox 2",9355,"9","n/a","n/a",2.04e-18,3.252
"200",1029843,"A_32_P157945",1820,"DSP","desmoplakin",1832,"6","n/a","n/a",1.23e-09,3.251
"201",1069922,"A_24_P14776",60767,"SYTL5","synaptotagmin-like 5",94122,"X","n/a","n/a",5.14e-14,3.233
"202",1023410,"A_24_P41864",392,"ARHGAP6","Rho GTPase activating protein 6",395,"X","n/a","n/a",8.08e-17,3.229
"203",1041464,"A_24_P367410",35167,"GABRQ","gamma-aminobutyric acid (GABA) A receptor, theta",55879,"X","n/a","n/a",1.01e-10,3.226
"204",1063819,"A_32_P48279",1006879,"A_24_P486924","AGILENT probe A_24_P486924 (non-RefSeq)",0,"n/a","n/a","n/a",8.32e-20,3.221
"205",1032753,"CUST_7616_PI416261804",90407,"UTS2D","urotensin 2 domain containing",257313,"3","n/a","n/a",1.02e-10,3.219
"206",1045124,"CUST_6313_PI416261804",25751,"MOXD1","monooxygenase, DBH-like 1",26002,"6","n/a","n/a",8.26e-21,3.214
"207",1045229,"A_23_P369899",25656,"TMEM158","transmembrane protein 158 (gene/pseudogene)",25907,"3","n/a","n/a",9.85e-29,3.203
"208",1042823,"A_23_P66011",33841,"NECAB2","N-terminal EF-hand calcium binding protein 2",54550,"16","n/a","n/a",3.59e-21,3.199
"209",1018371,"CUST_285_PI416408490",2725,"GLRA2","glycine receptor, alpha 2",2742,"X","n/a","n/a",1.15e-19,3.197
"210",1028488,"CUST_1112_PI417557136",1259,"CNR1","cannabinoid receptor 1 (brain)",1268,"6","n/a","n/a",3.5e-16,3.196
"211",1052488,"A_23_P148047",5702,"PTGER4","prostaglandin E receptor 4 (subtype EP4)",5734,"5","n/a","n/a",4.71e-18,3.19
"212",1071200,"A_32_P199824",1012188,"A_32_P199824","AGILENT probe A_32_P199824 (non-RefSeq)",0,"n/a","n/a","n/a",3.79e-12,3.179
"213",1047098,"CUST_12227_PI416261804",10519,"CD226","CD226 molecule",10666,"18","n/a","n/a",2.01e-11,3.171
"214",1050120,"A_23_P302568",7736,"SLC30A3","solute carrier family 30 (zinc transporter), member 3",7781,"2","n/a","n/a",4.84e-08,3.159
"215",1028487,"CUST_1234_PI417557136",1259,"CNR1","cannabinoid receptor 1 (brain)",1268,"6","n/a","n/a",1.14e-16,3.158
"216",1051793,"CUST_557_PI416408490",6300,"SCN9A","sodium channel, voltage-gated, type IX, alpha subunit",6335,"2","n/a","n/a",1.13e-17,3.155
"217",1014262,"CUST_1942_PI417557136",2539,"GABRA2","gamma-aminobutyric acid (GABA) A receptor, alpha 2",2555,"4","n/a","n/a",2.08e-29,3.152
"218",1056189,"CUST_13838_PI416261804",2873,"GRIA1","glutamate receptor, ionotropic, AMPA 1",2890,"5","n/a","n/a",6.21e-22,3.139
"219",1055309,"CUST_14993_PI416261804",3338,"HTR2C","5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled",3358,"X","n/a","n/a",1.12e-12,3.139
"220",1049530,"A_23_P73097",8535,"RGS20","regulator of G-protein signaling 20",8601,"8","n/a","n/a",7.94e-27,3.124
"221",1014338,"CUST_38_PI417557136",2539,"GABRA2","gamma-aminobutyric acid (GABA) A receptor, alpha 2",2555,"4","n/a","n/a",1.1e-36,3.12
"222",1027373,"A_23_P32175",26216,"LHX6","LIM homeobox 6",26468,"9","n/a","n/a",4.87e-21,3.117
"223",1031571,"CUST_400_PI416379584",119597,"NAT16","N-acetyltransferase 16 (GCN5-related, putative)",375607,"7","n/a","n/a",1.71e-11,3.116
"224",1028489,"CUST_1233_PI417557136",1259,"CNR1","cannabinoid receptor 1 (brain)",1268,"6","n/a","n/a",4.63e-17,3.112
"225",1049630,"A_24_P69095",8441,"ENC1","ectodermal-neural cortex 1 (with BTB-like domain)",8507,"5","n/a","n/a",2e-11,3.112
"226",1028490,"CUST_1111_PI417557136",1259,"CNR1","cannabinoid receptor 1 (brain)",1268,"6","n/a","n/a",7.03e-18,3.105
"227",1054531,"A_23_P124084",3991,"LOXL1","lysyl oxidase-like 1",4016,"15","n/a","n/a",2.5e-24,3.103
"228",1064090,"A_32_P226200",1007067,"A_32_P226200","AGILENT probe A_32_P226200 (non-RefSeq)",0,"n/a","n/a","n/a",7.4e-35,3.1
"229",1055289,"CUST_1843_PI417557136",3338,"HTR2C","5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled",3358,"X","n/a","n/a",1.25e-12,3.098
"230",1054530,"CUST_1411_PI416379584",3991,"LOXL1","lysyl oxidase-like 1",4016,"15","n/a","n/a",1.17e-23,3.095
"231",1016922,"A_23_P116264",4869,"NRGN","neurogranin (protein kinase C substrate, RC3)",4900,"11","n/a","n/a",5.06e-34,3.089
"232",1045384,"A_23_P40295",23892,"LAMP5","lysosomal-associated membrane protein family, member 5",24141,"20","n/a","n/a",2.38e-22,3.084
"233",1042587,"A_24_P188231",34162,"PALMD","palmdelphin",54873,"1","n/a","n/a",7.89e-27,3.077
"234",1048063,"A_32_P148538",9746,"LPPR4","lipid phosphate phosphatase-related protein type 4",9890,"1","n/a","n/a",6.27e-33,3.077
"235",1024273,"A_24_P202522",358,"AQP4","aquaporin 4",361,"18","n/a","n/a",1.16e-21,3.069
"236",1053593,"CUST_492_PI417557136",4855,"NPY1R","neuropeptide Y receptor Y1",4886,"4","n/a","n/a",3.68e-21,3.062
"237",1071191,"A_32_P107994",1012179,"A_32_P107994","AGILENT probe A_32_P107994 (non-RefSeq)",0,"n/a","n/a","n/a",1.11e-10,3.062
"238",1051791,"A_23_P112726",6300,"SCN9A","sodium channel, voltage-gated, type IX, alpha subunit",6335,"2","n/a","n/a",1.12e-23,3.057
"239",1033794,"CUST_1622_PI416261804",81702,"PRSS35","protease, serine, 35",167681,"6","n/a","n/a",1.48e-21,3.052
"240",1033144,"CUST_12355_PI416261804",85752,"RSPH9","radial spoke head 9 homolog (Chlamydomonas)",221421,"6","n/a","n/a",1.6e-31,3.051
"241",1013333,"A_24_P284093",30820,"DACT1","dapper, antagonist of beta-catenin, homolog 1 (Xenopus laevis)",51339,"14","n/a","n/a",2.57e-17,3.051
"242",1045488,"CUST_489_PI416408490",23374,"NTSR2","neurotensin receptor 2",23620,"2","n/a","n/a",3.65e-27,3.049
"243",1040597,"CUST_97_PI416573500",36808,"KIAA1324","KIAA1324",57535,"1","n/a","n/a",4.14e-24,3.045
"244",1053535,"CUST_602_PI417557136",4891,"NTS","neurotensin",4922,"12","n/a","n/a",3.2e-05,3.045
"245",1057337,"A_23_P380318",1948,"EGR4","early growth response 4",1961,"2","n/a","n/a",2.8e-25,3.041
"246",1045386,"CUST_1002_PI416261804",23892,"LAMP5","lysosomal-associated membrane protein family, member 5",24141,"20","n/a","n/a",2.03e-23,3.039
"247",1042988,"A_23_P149749",33405,"GPR88","G protein-coupled receptor 88",54112,"1","n/a","n/a",3.18e-10,3.038
"248",1063851,"A_24_P870509",1006898,"A_32_P136776","AGILENT probe A_32_P136776 (non-RefSeq)",0,"n/a","n/a","n/a",1.23e-24,3.035
"249",1047894,"CUST_12385_PI416261804",9901,"MAMLD1","mastermind-like domain containing 1",10046,"X","n/a","n/a",1.44e-18,3.032
"250",1046485,"A_32_P9941",11037,"WIF1","WNT inhibitory factor 1",11197,"12","n/a","n/a",4.45e-15,3.031
"251",1029094,"CUST_1117_PI416573500",5701,"PTGER3","prostaglandin E receptor 3 (subtype EP3)",5733,"1","n/a","n/a",1.23e-11,3.027
"252",1017518,"A_32_P324933",93992,"LINC00282","long intergenic non-protein coding RNA 282",283521,"13","n/a","n/a",1.4e-08,3.023
"253",1053222,"CUST_642_PI417557136",5141,"PDYN","prodynorphin",5173,"20","n/a","n/a",2.87e-08,3.023
"254",1055276,"CUST_1855_PI417557136",3338,"HTR2C","5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled",3358,"X","n/a","n/a",4.4e-17,3.021
"255",1040059,"CUST_15930_PI416261804",40618,"ANO3","anoctamin 3",63982,"11","n/a","n/a",3.29e-17,3.02
"256",1058399,"A_23_P17593",997,"CDH4","cadherin 4, type 1, R-cadherin (retinal)",1002,"20","n/a","n/a",1.1e-32,3.019
"257",1034225,"CUST_11173_PI416261804",81170,"SAMD3","sterile alpha motif domain containing 3",154075,"6","n/a","n/a",5.73e-14,3.017
"258",1035166,"A_23_P304110",79610,"SOWAHA","sosondowah ankyrin repeat domain family member A",134548,"5","n/a","n/a",8.52e-25,3.016
"259",1053533,"CUST_603_PI417557136",4891,"NTS","neurotensin",4922,"12","n/a","n/a",2.82e-05,3.014
"260",1028492,"CUST_1110_PI417557136",1259,"CNR1","cannabinoid receptor 1 (brain)",1268,"6","n/a","n/a",7.81e-19,3.012
"261",1066217,"A_24_P68008",119528,"C1orf187","chromosome 1 open reading frame 187",374946,"1","n/a","n/a",9.3e-16,3.01
"262",1013797,"CUST_9428_PI416261804",55802,"GREB1L","growth regulation by estrogen in breast cancer-like",80000,"18","n/a","n/a",1.4e-23,3.009
"263",1033972,"A_23_P350698",81536,"ANKFN1","ankyrin-repeat and fibronectin type III domain containing 1",162282,"17","n/a","n/a",1.65e-16,3.007
"264",1050762,"A_24_P254079",7044,"ICAM5","intercellular adhesion molecule 5, telencephalin",7087,"19","n/a","n/a",9.11e-20,3.004
"265",1050998,"CUST_15312_PI416261804",6830,"TACR3","tachykinin receptor 3",6870,"4","n/a","n/a",1.12e-08,3.002
"266",1018790,"A_24_P6825",170514,"ZCCHC18","zinc finger, CCHC domain containing 18",644353,"X","n/a","n/a",3.95e-26,2.993
"267",1065559,"A_24_P924681",1008054,"A_24_P924681","AGILENT probe A_24_P924681 (non-RefSeq)",0,"n/a","n/a","n/a",2.39e-29,2.988
"268",1027247,"A_24_P342632",26037,"AK5","adenylate kinase 5",26289,"1","n/a","n/a",1.48e-23,2.985
"269",1068900,"A_32_P4626",1010292,"A_32_P4626","AGILENT probe A_32_P4626 (non-RefSeq)",0,"n/a","n/a","n/a",1.31e-09,2.979
"270",1027002,"A_23_P36985",5068,"PCDH8","protocadherin 8",5100,"13","n/a","n/a",3.7e-29,2.977
"271",1044490,"A_32_P75581",27064,"BHLHE22","basic helix-loop-helix family, member e22",27319,"8","n/a","n/a",2.03e-05,2.975
"272",1027003,"CUST_6908_PI416261804",5068,"PCDH8","protocadherin 8",5100,"13","n/a","n/a",2.95e-21,2.974
"273",1056618,"CUST_28_PI417557136",2542,"GABRA5","gamma-aminobutyric acid (GABA) A receptor, alpha 5",2558,"15","n/a","n/a",1.75e-25,2.958
"274",1037052,"CUST_10164_PI416261804",59595,"STON2","stonin 2",85439,"14","n/a","n/a",6.16e-29,2.949
"275",1014331,"CUST_369_PI417557136",2539,"GABRA2","gamma-aminobutyric acid (GABA) A receptor, alpha 2",2555,"4","n/a","n/a",3.78e-34,2.949
"276",1054532,"CUST_1368_PI416573500",3991,"LOXL1","lysyl oxidase-like 1",4016,"15","n/a","n/a",1.24e-22,2.94
"277",1054460,"A_23_P91081",4047,"EPCAM","epithelial cell adhesion molecule",4072,"2","n/a","n/a",1.39e-19,2.939
"278",1028464,"CUST_1124_PI417557136",1259,"CNR1","cannabinoid receptor 1 (brain)",1268,"6","n/a","n/a",1.2e-17,2.938
"279",1014068,"CUST_1005_PI417557136",2539,"GABRA2","gamma-aminobutyric acid (GABA) A receptor, alpha 2",2555,"4","n/a","n/a",1.53e-19,2.938
"280",1062673,"A_24_P840042",1006119,"A_24_P840042","AGILENT probe A_24_P840042 (non-RefSeq)",0,"n/a","n/a","n/a",3.34e-26,2.935
"281",1010458,"CUST_3917_PI416261804",125117,"LOC400456","uncharacterized LOC400456",400456,"15","n/a","n/a",9.55e-13,2.933
"282",1045489,"CUST_9822_PI416261804",23374,"NTSR2","neurotensin receptor 2",23620,"2","n/a","n/a",2.74e-23,2.931
"283",1045385,"CUST_119_PI416408490",23892,"LAMP5","lysosomal-associated membrane protein family, member 5",24141,"20","n/a","n/a",1.95e-19,2.919
"284",1053594,"CUST_491_PI417557136",4855,"NPY1R","neuropeptide Y receptor Y1",4886,"4","n/a","n/a",2.23e-23,2.91
"285",1050606,"CUST_14509_PI416261804",7158,"TRHR","thyrotropin-releasing hormone receptor",7201,"8","n/a","n/a",9.79e-10,2.91
"286",1052302,"A_24_P123052",5880,"RAP2B","RAP2B, member of RAS oncogene family",5912,"3","n/a","n/a",4.4e-27,2.906
"287",1031606,"A_32_P458472",119545,"C1orf95","chromosome 1 open reading frame 95",375057,"1","n/a","n/a",1.75e-13,2.905
"288",1066054,"A_32_P86802",1008378,"A_32_P86802","AGILENT probe A_32_P86802 (non-RefSeq)",0,"n/a","n/a","n/a",5.37e-30,2.899
"289",1053534,"A_23_P36882",4891,"NTS","neurotensin",4922,"12","n/a","n/a",3.64e-05,2.897
"290",1028491,"CUST_1232_PI417557136",1259,"CNR1","cannabinoid receptor 1 (brain)",1268,"6","n/a","n/a",3.45e-18,2.893
"291",1055283,"CUST_1849_PI417557136",3338,"HTR2C","5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled",3358,"X","n/a","n/a",3.92e-10,2.888
"292",1053235,"CUST_630_PI417557136",5141,"PDYN","prodynorphin",5173,"20","n/a","n/a",9.48e-09,2.885
"293",1026544,"A_32_P85732",79737,"C9orf135","chromosome 9 open reading frame 135",138255,"9","n/a","n/a",5.31e-14,2.884
"294",1024054,"A_32_P137980",57627,"PCDH11Y","protocadherin 11 Y-linked",83259,"Y","n/a","n/a",2.74e-10,2.882
"295",1019579,"A_23_P119040",55802,"GREB1L","growth regulation by estrogen in breast cancer-like",80000,"18","n/a","n/a",7.66e-23,2.878
"296",1053407,"A_23_P382835",4996,"P2RY1","purinergic receptor P2Y, G-protein coupled, 1",5028,"3","n/a","n/a",4.59e-18,2.876
"297",1010491,"CUST_12_PI417557136",2539,"GABRA2","gamma-aminobutyric acid (GABA) A receptor, alpha 2",2555,"4","n/a","n/a",2.21e-24,2.872
"298",1033037,"A_23_P405287",85884,"SEMA3D","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D",223117,"7","n/a","n/a",2.66e-17,2.869
"299",1035251,"A_23_P407112",79525,"SPATA18","spermatogenesis associated 18",132671,"4","n/a","n/a",3.29e-09,2.867
"300",1066433,"A_24_P548966",1008629,"A_24_P548966","AGILENT probe A_24_P548966 (non-RefSeq)",0,"n/a","n/a","n/a",1.19e-22,2.866
"301",1026517,"CUST_374_PI416408490",82145,"KCNG3","potassium voltage-gated channel, subfamily G, member 3",170850,"2","n/a","n/a",5.73e-15,2.861
"302",1063937,"A_24_P640617",1006955,"A_24_P640617","AGILENT probe A_24_P640617 (non-RefSeq)",0,"n/a","n/a","n/a",2.62e-09,2.858
"303",1012621,"CUST_8497_PI416261804",78450,"DACH2","dachshund homolog 2 (Drosophila)",117154,"X","n/a","n/a",6.1e-24,2.858
"304",1024419,"A_23_P109812",6814,"SYN2","synapsin II",6854,"3","n/a","n/a",6.83e-15,2.858
"305",1028510,"CUST_1101_PI417557136",1259,"CNR1","cannabinoid receptor 1 (brain)",1268,"6","n/a","n/a",5.68e-17,2.855
"306",1038780,"A_23_P67569",55750,"LPPR3","lipid phosphate phosphatase-related protein type 3",79948,"19","n/a","n/a",6.36e-21,2.851
"307",1026518,"CUST_10929_PI416261804",82145,"KCNG3","potassium voltage-gated channel, subfamily G, member 3",170850,"2","n/a","n/a",3.34e-19,2.851
"308",1044726,"A_23_P146125",26757,"KCNV1","potassium channel, subfamily V, member 1",27012,"8","n/a","n/a",7.69e-10,2.85
"309",1023783,"A_23_P3483",8833,"CACNA1H","calcium channel, voltage-dependent, T type, alpha 1H subunit",8912,"16","n/a","n/a",7.22e-27,2.848
"310",1070470,"A_23_P47546",1011458,"A_23_P47546","AGILENT probe A_23_P47546 (non-RefSeq)",0,"n/a","n/a","n/a",1.48e-13,2.843
"311",1033035,"A_32_P29118",85884,"SEMA3D","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D",223117,"7","n/a","n/a",1.29e-15,2.842
"312",1012781,"CUST_5207_PI416261804",4869,"NRGN","neurogranin (protein kinase C substrate, RC3)",4900,"11","n/a","n/a",5.18e-19,2.829
"313",1027248,"A_23_P200015",26037,"AK5","adenylate kinase 5",26289,"1","n/a","n/a",6.3e-20,2.829
"314",1041253,"A_24_P35478",35568,"PARD3","par-3 partitioning defective 3 homolog (C. elegans)",56288,"10","n/a","n/a",3.15e-23,2.828
"315",1028509,"CUST_1223_PI417557136",1259,"CNR1","cannabinoid receptor 1 (brain)",1268,"6","n/a","n/a",5.5e-17,2.824
"316",1022745,"CUST_1376_PI417557136",1800,"DRD1","dopamine receptor D1",1812,"5","n/a","n/a",6.16e-13,2.823
"317",1055270,"CUST_1860_PI417557136",3338,"HTR2C","5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled",3358,"X","n/a","n/a",5.75e-09,2.822
"318",1020315,"A_23_P80462",59599,"DCLK3","doublecortin-like kinase 3",85443,"3","n/a","n/a",4.61e-14,2.821
"319",1011463,"A_23_P105873",7180,"TRPC4","transient receptor potential cation channel, subfamily C, member 4",7223,"13","n/a","n/a",4.86e-19,2.82
"320",1048521,"CUST_373_PI417507815",9354,"AKAP5","A kinase (PRKA) anchor protein 5",9495,"14","n/a","n/a",2.84e-22,2.819
"321",1023232,"CUST_12456_PI416261804",5701,"PTGER3","prostaglandin E receptor 3 (subtype EP3)",5733,"1","n/a","n/a",1.5e-12,2.817
"322",1063850,"A_32_P136776",1006898,"A_32_P136776","AGILENT probe A_32_P136776 (non-RefSeq)",0,"n/a","n/a","n/a",1.8e-23,2.815
"323",1053490,"CUST_7534_PI416261804",4920,"OCM2","oncomodulin 2",4951,"7","n/a","n/a",4.23e-11,2.814
"324",1041048,"CUST_9870_PI416261804",36234,"MEPE","matrix extracellular phosphoglycoprotein",56955,"4","n/a","n/a",7.34e-06,2.811
"325",1064972,"A_32_P346000",1007659,"A_32_P346000","AGILENT probe A_32_P346000 (non-RefSeq)",0,"n/a","n/a","n/a",1.51e-20,2.795
"326",1065962,"A_24_P932736",1008306,"A_24_P932736","AGILENT probe A_24_P932736 (non-RefSeq)",0,"n/a","n/a","n/a",2.98e-09,2.79
"327",1023438,"A_24_P246926",1316,"CORT","cortistatin",1325,"1","n/a","n/a",1.65e-19,2.788
"328",1062381,"A_32_P15466",1005915,"A_32_P15466","AGILENT probe A_32_P15466 (non-RefSeq)",0,"n/a","n/a","n/a",4.59e-10,2.784
"329",1058457,"A_24_P131589",937,"CD86","CD86 molecule",942,"3","n/a","n/a",3.07e-10,2.777
"330",1041568,"CUST_551_PI416408490",35089,"SCN3B","sodium channel, voltage-gated, type III, beta subunit",55800,"11","n/a","n/a",6.73e-19,2.773
"331",1045593,"A_23_P164047",23286,"MMD","monocyte to macrophage differentiation-associated",23531,"17","n/a","n/a",7.87e-23,2.771
"332",1055031,"CUST_13523_PI416261804",3573,"IL13RA2","interleukin 13 receptor, alpha 2",3598,"X","n/a","n/a",1.55e-18,2.768
"333",1033848,"CUST_5160_PI416261804",81659,"C1QL2","complement component 1, q subcomponent-like 2",165257,"2","n/a","n/a",8.78e-12,2.765
"334",1033694,"A_24_P12136",81907,"S100Z","S100 calcium binding protein Z",170591,"5","n/a","n/a",1.1e-16,2.758
"335",1022808,"A_23_P82503",22844,"PEG10","paternally expressed 10",23089,"7","n/a","n/a",4.02e-17,2.747
"336",1055282,"CUST_1850_PI417557136",3338,"HTR2C","5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled",3358,"X","n/a","n/a",9.35e-11,2.746
"337",1014239,"CUST_9358_PI416261804",55448,"EFCAB1","EF-hand calcium binding domain 1",79645,"8","n/a","n/a",7.7e-22,2.746
"338",1033226,"A_24_P795371",85635,"OTUD1","OTU domain containing 1",220213,"10","n/a","n/a",4.67e-18,2.744
"339",1054863,"A_24_P150023",3714,"KCNA4","potassium voltage-gated channel, shaker-related subfamily, member 4",3739,"11","n/a","n/a",5.76e-28,2.743
"340",1070387,"A_23_P113101",1011375,"A_23_P113101","AGILENT probe A_23_P113101 (non-RefSeq)",0,"n/a","n/a","n/a",3.26e-21,2.743
"341",1014545,"A_23_P303072",2873,"GRIA1","glutamate receptor, ionotropic, AMPA 1",2890,"5","n/a","n/a",1.49e-22,2.742
"342",1022876,"CUST_1486_PI417557136",3340,"HTR4","5-hydroxytryptamine (serotonin) receptor 4, G protein-coupled",3360,"5","n/a","n/a",3.9e-27,2.74
"343",1040962,"CUST_326_PI417557136",36308,"SLC17A7","solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7",57030,"19","n/a","n/a",2.85e-05,2.738
"344",1020665,"CUST_300_PI416408490",2873,"GRIA1","glutamate receptor, ionotropic, AMPA 1",2890,"5","n/a","n/a",2.52e-22,2.737
"345",1013357,"A_23_P391207",83680,"RANBP3L","RAN binding protein 3-like",202151,"5","n/a","n/a",1.78e-25,2.734
"346",1058614,"A_23_P134484",795,"CALCR","calcitonin receptor",799,"7","n/a","n/a",1.04e-07,2.733
"347",1026705,"A_32_P234184",123048,"HES5","hairy and enhancer of split 5 (Drosophila)",388585,"1","n/a","n/a",4.57e-15,2.728
"348",1013504,"CUST_1720_PI417557136",2539,"GABRA2","gamma-aminobutyric acid (GABA) A receptor, alpha 2",2555,"4","n/a","n/a",4.31e-30,2.728
"349",1026921,"A_23_P119448",22626,"PPP6R1","protein phosphatase 6, regulatory subunit 1",22870,"19","n/a","n/a",2.19e-10,2.727
"350",1011224,"CUST_6694_PI416261804",133747,"FAM183A","family with sequence similarity 183, member A",440585,"1","n/a","n/a",8.87e-11,2.725
"351",1053525,"CUST_2076_PI417557136",4891,"NTS","neurotensin",4922,"12","n/a","n/a",0.000132,2.721
"352",1024594,"CUST_722_PI417557136",3339,"HTR3A","5-hydroxytryptamine (serotonin) receptor 3A, ionotropic",3359,"11","n/a","n/a",4.71e-11,2.717
"353",1066372,"A_32_P80016",1008583,"A_24_P916808","AGILENT probe A_24_P916808 (non-RefSeq)",0,"n/a","n/a","n/a",6.8e-10,2.716
"354",1028497,"CUST_1229_PI417557136",1259,"CNR1","cannabinoid receptor 1 (brain)",1268,"6","n/a","n/a",3e-17,2.714
"355",1044615,"A_23_P436369",26890,"FILIP1","filamin A interacting protein 1",27145,"6","n/a","n/a",3.57e-23,2.714
"356",1016722,"A_32_P107644",125277,"MIR137HG","MIR137 host gene (non-protein coding)",400765,"1","n/a","n/a",1.72e-18,2.709
"357",1030761,"A_23_P39056",5618,"KLK7","kallikrein-related peptidase 7",5650,"19","n/a","n/a",1.38e-05,2.708
"358",1018602,"A_23_P417918",5147,"PENK","proenkephalin",5179,"8","n/a","n/a",4.57e-05,2.707
"359",1028465,"CUST_1245_PI417557136",1259,"CNR1","cannabinoid receptor 1 (brain)",1268,"6","n/a","n/a",3.08e-18,2.706
"360",1028493,"CUST_1109_PI417557136",1259,"CNR1","cannabinoid receptor 1 (brain)",1268,"6","n/a","n/a",1.52e-16,2.706
"361",1010767,"CUST_11_PI417557136",2539,"GABRA2","gamma-aminobutyric acid (GABA) A receptor, alpha 2",2555,"4","n/a","n/a",8.95e-33,2.703
"362",1040632,"A_23_P54556",36769,"MKL2","MKL/myocardin-like 2",57496,"16","n/a","n/a",9.25e-31,2.702
"363",1065171,"A_32_P232413",1007804,"A_32_P232413","AGILENT probe A_32_P232413 (non-RefSeq)",0,"n/a","n/a","n/a",4.56e-22,2.702
